policy_number,policyholder_id,vehicle_vin,policy_type,coverage_level,currency,status,premium_amount,coverage_amount,deductible,start_date,end_date,has_roadside_assistance,has_rental_coverage,has_glass_coverage
POL-905029248356,ZW-PH-5012288589,KF4UNDPE7C9NWSV0G,COMPREHENSIVE,BASIC,USD,EXPIRED,320.19,8115.27,784.75,2024-10-31,2025-10-31,False,False,False
POL-325088523913,ZW-PH-8987384351,HPETWX3JS4PXYSAR9,COMPREHENSIVE,BASIC,USD,ACTIVE,156.12,3016.37,279.92,2025-11-03,2026-11-03,True,False,False
POL-471137797257,ZW-PH-8987384351,0PS7SVHSTH923XSYC,COLLISION,STANDARD,USD,EXPIRED,336.20,3660.68,262.47,2024-12-15,2025-12-15,False,True,False
POL-865155584451,ZW-PH-6034384528,7Z4CY99S85UJWEXRX,COMPREHENSIVE,STANDARD,ZWG,EXPIRED,392.93,9220.74,670.35,2024-10-20,2025-10-20,False,False,True
POL-799347456155,ZW-PH-6034384528,8LJHPRKD36KXM5SMJ,COLLISION,STANDARD,USD,CANCELLED,296.07,11589.13,883.09,2024-10-07,2025-10-07,True,False,False
POL-994484987902,ZW-PH-4556496399,03AU8D3GEUBJC6XTB,COMPREHENSIVE,BASIC,USD,ACTIVE,637.50,28771.22,2382.26,2025-05-25,2026-05-25,False,False,False
POL-390994668578,ZW-PH-4556496399,C4426FYSULN8EH2W8,COLLISION,STANDARD,USD,ACTIVE,490.84,5345.83,390.25,2025-05-14,2026-05-14,True,False,False
POL-373486493431,ZW-PH-8651531944,D34S0HM1URXME610M,COMPREHENSIVE,PREMIUM,USD,ACTIVE,1714.08,25136.33,1095.94,2026-04-10,2027-04-10,True,True,False
POL-086252034800,ZW-PH-0342769352,1MHWUB2MX8YKGF53G,COMPREHENSIVE,BASIC,USD,EXPIRED,416.18,21554.07,1875.20,2024-10-24,2025-10-24,False,False,False
POL-083981983383,ZW-PH-1237090461,YR2901W1FJRUNNRPW,LIABILITY,BASIC,ZWG,ACTIVE,230.35,6012.59,547.75,2026-01-01,2027-01-01,True,False,False
POL-385123529886,ZW-PH-7893908822,D333K30EVJ71E654N,LIABILITY,BASIC,USD,ACTIVE,541.41,11119.54,1090.83,2026-04-23,2027-04-23,True,False,False
POL-120887301554,ZW-PH-9366507812,E5ZX72TAT6SJCJLU0,LIABILITY,STANDARD,ZWG,CANCELLED,464.20,9676.87,626.09,2025-07-18,2026-07-18,False,False,True
POL-610172650371,ZW-PH-0586293749,UR5CL32M8CC8U0RH3,COMPREHENSIVE,PREMIUM,USD,EXPIRED,516.72,13126.49,748.21,2025-02-16,2026-02-16,False,True,True
POL-392552328943,ZW-PH-9378453759,J3XBRFE1B2HAA99HE,COMPREHENSIVE,BASIC,USD,ACTIVE,347.29,7112.03,595.28,2025-07-18,2026-07-18,False,False,False
POL-499263449697,ZW-PH-9378453759,SFLFV4LH80UFG43EC,COMPREHENSIVE,PREMIUM,USD,ACTIVE,256.98,6473.33,365.10,2025-08-17,2026-08-17,False,False,True
POL-857920174551,ZW-PH-0645241516,TSRY8H3VKXCB4FJXA,THIRD_PARTY,STANDARD,USD,EXPIRED,284.81,5971.69,442.50,2024-10-04,2025-10-04,True,False,True
POL-660693899203,ZW-PH-1343662986,0MRYP2H35AGWXW2R5,COLLISION,PREMIUM,USD,ACTIVE,334.84,5532.84,243.44,2025-06-10,2026-06-10,True,True,False
POL-498869930506,ZW-PH-1343662986,F38UP1SGHCDW00286,THIRD_PARTY,PREMIUM,USD,ACTIVE,1170.30,12099.19,671.51,2026-03-01,2027-03-01,True,True,True
POL-909145255617,ZW-PH-1762284301,WBW8Y1A7X9NSCWR5V,COMPREHENSIVE,STANDARD,USD,ACTIVE,568.97,22100.90,1416.67,2026-01-20,2027-01-20,True,False,False
POL-386123607807,ZW-PH-1762284301,7HTW2RZYX1CMUXGLK,THIRD_PARTY,STANDARD,ZWG,EXPIRED,1269.29,23632.17,1824.40,2024-12-04,2025-12-04,False,True,False
POL-026486639251,ZW-PH-1762284301,2EH9X7DVP25T0GD5H,COMPREHENSIVE,STANDARD,USD,EXPIRED,675.43,13196.84,940.93,2024-12-18,2025-12-18,True,False,False
POL-606149832492,ZW-PH-5562120372,WAC16HUAF8V6XK1GF,LIABILITY,PREMIUM,USD,EXPIRED,610.83,6777.47,296.85,2024-10-27,2025-10-27,False,True,True
POL-318690311594,ZW-PH-5041154181,P15JBBLLGHEHAXLV1,COMPREHENSIVE,STANDARD,USD,ACTIVE,431.17,10637.01,681.83,2025-10-08,2026-10-08,True,False,False
POL-252551291090,ZW-PH-6190750451,NAV0K0K57MPWA6PML,COMPREHENSIVE,BASIC,USD,ACTIVE,334.61,9810.12,975.13,2025-10-08,2026-10-08,False,False,False
POL-293435907094,ZW-PH-2043259284,DCD20JHV2A7KGSE9Y,COMPREHENSIVE,BASIC,ZWG,EXPIRED,496.27,21082.91,2070.34,2024-09-07,2025-09-07,False,False,False
POL-889137507930,ZW-PH-7057034702,HSZZ3STL9NBVRYVVC,COMPREHENSIVE,PREMIUM,USD,ACTIVE,777.20,20452.32,942.85,2025-12-26,2026-12-26,False,False,False
POL-274700896554,ZW-PH-0852017010,MKJ7VERKL383V8F8L,COMPREHENSIVE,STANDARD,ZWG,ACTIVE,914.78,12654.18,856.69,2025-10-30,2026-10-30,False,False,False
POL-624043418149,ZW-PH-6502955907,MPNEX9RHALK8HP18W,COLLISION,STANDARD,USD,ACTIVE,819.84,8360.23,577.69,2025-06-09,2026-06-09,True,False,False
POL-672089874733,ZW-PH-4187096612,P0EVWVPJH06C7UEPJ,COMPREHENSIVE,STANDARD,USD,ACTIVE,385.15,10687.43,802.63,2025-06-05,2026-06-05,False,False,False
POL-152678048447,ZW-PH-6120744194,D2KB4RKK8A3XHEESK,THIRD_PARTY,STANDARD,USD,CANCELLED,659.88,8892.92,554.03,2025-01-21,2026-01-21,True,True,False
POL-611080399088,ZW-PH-6120744194,MJFN8ZD539SADYDVT,THIRD_PARTY,STANDARD,USD,CANCELLED,621.43,5576.18,357.99,2024-06-07,2025-06-07,True,False,False
POL-650380389354,ZW-PH-3719632210,BYY8F3TECDTM2P695,COLLISION,STANDARD,USD,ACTIVE,1262.53,19576.49,1554.37,2025-06-04,2026-06-04,False,False,True
POL-452982276284,ZW-PH-3719632210,E2R1C02VAYLFB6ECT,COMPREHENSIVE,STANDARD,USD,ACTIVE,394.40,7531.65,488.05,2026-01-16,2027-01-16,True,False,False
POL-155344928561,ZW-PH-2296836838,953ZYJPWLADUHPEC4,COMPREHENSIVE,BASIC,USD,ACTIVE,132.24,5889.08,575.95,2025-07-23,2026-07-23,False,False,False
POL-461685134583,ZW-PH-2447510854,7793FBS2ZWFNE7Z0T,THIRD_PARTY,PREMIUM,USD,ACTIVE,387.62,6001.99,336.71,2026-03-21,2027-03-21,True,True,False
POL-278371268641,ZW-PH-2447510854,9EUKGYCLAPLH05W7P,COMPREHENSIVE,PREMIUM,ZWG,EXPIRED,724.04,10302.92,480.12,2024-10-13,2025-10-13,True,True,True
POL-745705194792,ZW-PH-1903076238,7KSX6EPFYTFWLLD20,COMPREHENSIVE,BASIC,ZWG,ACTIVE,457.13,10420.77,844.08,2025-06-20,2026-06-20,False,False,False
POL-575543890716,ZW-PH-1903076238,YD15Z1EU5BM1K50YY,COMPREHENSIVE,PREMIUM,USD,CANCELLED,996.88,25431.08,1370.74,2024-08-09,2025-08-09,False,False,False
POL-478540444624,ZW-PH-1903076238,ZVSMF5SCUGX73KRYD,LIABILITY,STANDARD,USD,CANCELLED,1755.57,27154.64,1683.59,2025-09-24,2026-09-24,False,False,True
POL-537226384827,ZW-PH-7550344868,L4833F94G7A8S4FA7,COMPREHENSIVE,PREMIUM,ZWG,ACTIVE,1013.37,13320.14,701.97,2026-03-30,2027-03-30,True,True,False
POL-884215439070,ZW-PH-4870023638,4EWCWR6UEHS84AGK2,THIRD_PARTY,BASIC,USD,ACTIVE,2037.20,24461.86,2191.78,2026-01-13,2027-01-13,False,False,False
POL-415138172052,ZW-PH-9101385245,V7PTV7F58JBE9R9XW,COMPREHENSIVE,STANDARD,USD,CANCELLED,221.20,3213.23,211.75,2025-12-18,2026-12-18,False,True,True
POL-986015778363,ZW-PH-1538263729,WW8U5E8ZSS0BVJ7V5,COMPREHENSIVE,STANDARD,ZWG,ACTIVE,560.43,9883.95,663.21,2025-09-26,2026-09-26,False,False,False
POL-116670566914,ZW-PH-0839288253,6KNKNLRDWSD7HY6NY,COMPREHENSIVE,STANDARD,USD,EXPIRED,180.91,4748.54,287.76,2024-06-15,2025-06-15,False,False,False
POL-687565837690,ZW-PH-6029138237,RK1NC8MW0808G6CA5,COMPREHENSIVE,STANDARD,USD,ACTIVE,231.09,6218.27,465.75,2026-01-09,2027-01-09,True,True,False
POL-930897474682,ZW-PH-6029138237,3C12JJ9W7X105SNRP,LIABILITY,STANDARD,USD,EXPIRED,173.84,4518.15,334.34,2024-06-01,2025-06-01,False,False,False
POL-683594433905,ZW-PH-8354199952,8AVBZ5RCDDEW3SJY4,COLLISION,PREMIUM,ZWG,EXPIRED,166.99,2914.09,161.15,2025-01-26,2026-01-26,True,True,False
POL-597291638633,ZW-PH-6937607538,FH3A3NKUV8MWY7CR4,COMPREHENSIVE,STANDARD,USD,ACTIVE,543.75,12755.06,790.81,2025-10-17,2026-10-17,True,True,False
POL-425311346822,ZW-PH-1630150730,YNPYPN2FW7V9FYL6K,THIRD_PARTY,BASIC,USD,CANCELLED,493.78,8189.68,784.57,2024-07-23,2025-07-23,False,False,True
POL-325036365916,ZW-PH-9390346344,M58W6KN4NMMRYKVT2,COLLISION,BASIC,USD,EXPIRED,521.67,13297.85,1285.90,2024-06-04,2025-06-04,False,False,False
POL-053607676547,ZW-PH-8634347564,4FZ8S6TK0MJYYE48Y,COMPREHENSIVE,PREMIUM,ZWG,EXPIRED,327.17,7123.74,292.07,2025-01-08,2026-01-08,True,False,True
POL-331452422758,ZW-PH-5623411434,LW9SGYACTSFHX87ZU,LIABILITY,PREMIUM,USD,SUSPENDED,419.78,10578.45,460.16,2026-01-17,2027-01-17,True,True,False
POL-325272063274,ZW-PH-9856487559,67AXGMYSTWGT5N982,COMPREHENSIVE,BASIC,ZWG,EXPIRED,611.30,39380.07,3166.16,2024-11-19,2025-11-19,False,True,False
POL-807334626057,ZW-PH-8426176123,9GN52K39FZ7ML2FBR,COLLISION,STANDARD,USD,EXPIRED,280.79,5799.71,381.62,2025-04-11,2026-04-11,False,False,False
POL-811629882967,ZW-PH-8426176123,NRT5LZGA16NE37SYN,THIRD_PARTY,STANDARD,ZWG,ACTIVE,621.25,12299.24,891.69,2025-08-03,2026-08-03,False,False,False
POL-741512291604,ZW-PH-1544527434,W57J8B4CW7BK6R3R1,COMPREHENSIVE,BASIC,ZWG,ACTIVE,763.94,37881.17,3060.80,2026-03-05,2027-03-05,False,False,False
POL-244719172337,ZW-PH-1544527434,XDR209CAP42KW70BV,COMPREHENSIVE,BASIC,USD,CANCELLED,1071.91,27049.52,2642.74,2024-07-30,2025-07-30,False,False,False
POL-147050891369,ZW-PH-7808865775,ZD6P8DCS8DZ5EAR4M,COMPREHENSIVE,BASIC,ZWG,EXPIRED,318.68,8856.72,813.93,2024-10-04,2025-10-04,True,False,False
POL-007384679919,ZW-PH-7548421062,V51D9NWZZARKPM1VR,COLLISION,STANDARD,USD,EXPIRED,175.86,3424.07,210.24,2024-08-15,2025-08-15,True,True,False
POL-997549496854,ZW-PH-9418391518,UZRSSVUPJTU1VJWRX,COLLISION,STANDARD,ZWG,ACTIVE,414.02,7859.96,620.15,2025-11-18,2026-11-18,False,False,False
POL-129250585644,ZW-PH-5860611593,Y1E4DLDNW6KCFVZVC,THIRD_PARTY,STANDARD,USD,EXPIRED,1193.54,12838.25,855.03,2024-05-05,2025-05-05,True,False,True
POL-570652253795,ZW-PH-5444806885,P5C7DHUX80W8TNUTW,COMPREHENSIVE,PREMIUM,USD,ACTIVE,295.89,5069.03,290.96,2025-09-02,2026-09-02,True,False,True
POL-687054870945,ZW-PH-3281850448,Z7RGMPCG7AMKCNH8B,THIRD_PARTY,PREMIUM,USD,ACTIVE,596.36,7762.24,365.60,2025-09-15,2026-09-15,True,True,True
POL-310401531024,ZW-PH-9607347379,1KHH3EZJXF6V54H26,THIRD_PARTY,STANDARD,USD,ACTIVE,329.64,4739.05,340.26,2026-02-19,2027-02-19,True,False,True
POL-558796089730,ZW-PH-7982471454,F4XRW7ZYLTGRHT1CB,COLLISION,STANDARD,USD,EXPIRED,1221.63,27957.54,2211.44,2024-12-22,2025-12-22,False,False,True
POL-365569349456,ZW-PH-1956547471,0URXMVZDPKUSZA126,COMPREHENSIVE,PREMIUM,USD,EXPIRED,1038.56,16948.61,708.45,2025-01-14,2026-01-14,True,True,True
POL-848844059329,ZW-PH-1956547471,ZE50TN8ECEKEHDAY4,COLLISION,BASIC,USD,EXPIRED,291.55,10583.24,1005.41,2024-12-01,2025-12-01,False,False,False
POL-984368544818,ZW-PH-1956547471,H9WKXZ6A82SS4G319,LIABILITY,STANDARD,ZWG,EXPIRED,702.15,10244.33,715.05,2025-03-04,2026-03-04,False,True,True
POL-103260770212,ZW-PH-5230515592,AB11CRP77NAEMA92G,COMPREHENSIVE,STANDARD,USD,ACTIVE,586.86,21398.43,1630.56,2025-08-22,2026-08-22,True,False,False
POL-043780408111,ZW-PH-4068910134,L099VPX01FH3W7ZPB,THIRD_PARTY,BASIC,USD,ACTIVE,243.43,5355.81,429.00,2025-09-11,2026-09-11,False,False,False
POL-671450428230,ZW-PH-9090474995,WPBEUZPZ7DE9BYZK1,COMPREHENSIVE,PREMIUM,USD,ACTIVE,970.07,18624.56,897.70,2025-12-16,2026-12-16,True,False,True
POL-710080642786,ZW-PH-8389294652,2EDZZMUATDE15AY27,COMPREHENSIVE,STANDARD,USD,ACTIVE,482.64,11629.32,830.33,2025-08-18,2026-08-18,True,False,False
POL-540276942666,ZW-PH-0522117253,MTJKJY4AJJ0U14H41,COMPREHENSIVE,PREMIUM,USD,CANCELLED,649.18,6228.99,353.81,2024-05-16,2025-05-16,False,False,False
POL-242714306808,ZW-PH-7626229737,7FCXJB5C5YHVHYC6Y,COLLISION,PREMIUM,USD,ACTIVE,230.22,3796.04,152.22,2026-01-08,2027-01-08,False,False,False
POL-035817632885,ZW-PH-3097268630,799FDEARH1RHN8UKJ,COLLISION,STANDARD,USD,EXPIRED,87.17,2038.92,140.28,2024-07-10,2025-07-10,False,False,False
POL-234457896018,ZW-PH-3097268630,S5RKW79G0JVS044SX,COMPREHENSIVE,STANDARD,USD,CANCELLED,1096.10,20271.69,1254.82,2024-07-09,2025-07-09,False,True,False
POL-224725988765,ZW-PH-3013778721,VC5B89VM47K6NYBL0,THIRD_PARTY,STANDARD,USD,ACTIVE,349.74,3388.60,247.71,2025-07-09,2026-07-09,True,True,False
POL-992469355901,ZW-PH-0326034818,GN657XBJKY4E9L5R0,COLLISION,BASIC,USD,CANCELLED,114.43,2325.41,204.40,2025-02-18,2026-02-18,False,False,False
POL-032464946836,ZW-PH-0326034818,4VEUN9DVWRJ64A014,COLLISION,BASIC,USD,ACTIVE,797.05,14297.94,1223.90,2025-09-27,2026-09-27,False,False,False
POL-734027249831,ZW-PH-2565456379,03401ZU5391T3MHSZ,COMPREHENSIVE,STANDARD,USD,SUSPENDED,737.80,14678.25,1146.37,2025-12-07,2026-12-07,True,True,False
POL-922096380181,ZW-PH-4079513422,A55JWS7JLBXMVMMM4,THIRD_PARTY,STANDARD,ZWG,CANCELLED,1844.64,26256.81,1824.85,2024-06-29,2025-06-29,False,False,False
POL-154474335709,ZW-PH-9781707282,2TE48VMMKWSRJJU7J,THIRD_PARTY,BASIC,USD,ACTIVE,299.27,8646.11,784.20,2026-03-30,2027-03-30,False,False,False
POL-823426846602,ZW-PH-7197254858,HTGXMMJN53G003UK8,COMPREHENSIVE,STANDARD,USD,CANCELLED,1034.77,18753.38,1305.24,2024-12-16,2025-12-16,False,False,False
POL-783826991059,ZW-PH-9729137019,3WKRNFHSJUGZWF4P6,COMPREHENSIVE,PREMIUM,USD,EXPIRED,364.64,11146.22,510.50,2025-04-14,2026-04-14,True,False,False
POL-683889185052,ZW-PH-8073939205,FB1C4J395W19AJV4X,THIRD_PARTY,PREMIUM,USD,ACTIVE,675.24,7622.69,427.63,2025-06-25,2026-06-25,False,True,False
POL-762658003165,ZW-PH-8073939205,T3S5EDEVCS17BCEGD,COMPREHENSIVE,PREMIUM,USD,EXPIRED,742.80,13316.67,555.31,2024-12-30,2025-12-30,True,False,True
POL-608685317051,ZW-PH-8073939205,ETKCT3X2RLBTR892D,COMPREHENSIVE,PREMIUM,USD,EXPIRED,281.87,6135.50,344.20,2025-02-03,2026-02-03,False,True,False
POL-067413586143,ZW-PH-4363711918,VFHPKG02AJJK44GHR,COMPREHENSIVE,STANDARD,USD,ACTIVE,876.04,23100.09,1727.89,2025-11-27,2026-11-27,True,True,False
POL-804153956272,ZW-PH-0919034721,MWRWJSDSY0236MMDR,COMPREHENSIVE,STANDARD,USD,ACTIVE,337.97,20906.57,1471.82,2025-07-10,2026-07-10,False,False,False
POL-542079588930,ZW-PH-0919034721,WZFA6YB52T38RVF8L,COLLISION,STANDARD,USD,ACTIVE,467.93,12881.78,932.64,2026-01-12,2027-01-12,False,False,False
POL-712016198632,ZW-PH-6664619402,D8LA6TCP71UVAYWRH,COMPREHENSIVE,STANDARD,USD,ACTIVE,656.99,14154.08,1105.43,2025-06-01,2026-06-01,True,False,False
POL-013833613074,ZW-PH-1417600835,UNB5N2NYY3MVJ3G24,COMPREHENSIVE,STANDARD,USD,CANCELLED,617.70,12779.10,987.82,2025-02-21,2026-02-21,False,False,False
POL-485412165974,ZW-PH-8909899871,J88364WFFJ73VZ87Y,COLLISION,PREMIUM,USD,EXPIRED,234.68,6591.47,283.43,2025-01-28,2026-01-28,False,True,False
POL-994217846384,ZW-PH-0968395721,S8VC6CGE4BD3128L2,COMPREHENSIVE,PREMIUM,USD,CANCELLED,1206.22,20507.82,902.34,2025-03-22,2026-03-22,True,False,False
POL-667262749242,ZW-PH-2282165355,HFR9FH77FLVGC8NKM,COMPREHENSIVE,PREMIUM,USD,ACTIVE,801.00,15410.87,687.32,2025-08-28,2026-08-28,False,True,True
POL-584456713720,ZW-PH-2282165355,TF4S9XBRYBE9YE4ZX,COMPREHENSIVE,BASIC,USD,CANCELLED,126.72,6790.16,566.30,2026-01-26,2027-01-26,False,False,False
POL-100056222969,ZW-PH-5040945391,AKUMC9CAUUYE5RX2A,THIRD_PARTY,STANDARD,USD,EXPIRED,995.66,21434.24,1448.95,2025-01-09,2026-01-09,True,False,False
POL-669385301689,ZW-PH-6002278100,LTYWEAFTLLR7MK635,COLLISION,STANDARD,USD,CANCELLED,184.27,3335.45,254.83,2025-11-28,2026-11-28,True,False,False
POL-668151453296,ZW-PH-6002278100,N9W4DG8AUH5J9UUJF,COMPREHENSIVE,STANDARD,USD,ACTIVE,938.40,24830.00,1780.31,2026-02-11,2027-02-11,False,True,False
POL-266098962185,ZW-PH-2355374881,TUDLS8ZGT6PLM1A1N,THIRD_PARTY,BASIC,USD,EXPIRED,525.88,12230.66,1011.48,2024-06-16,2025-06-16,False,False,False
POL-325517345553,ZW-PH-4609572498,FCBTGVU9Z6VJC2PRG,COMPREHENSIVE,BASIC,USD,ACTIVE,48.04,2239.83,208.75,2025-04-26,2026-04-26,False,False,True
POL-590730295259,ZW-PH-8107170254,M13GP3A0880C46WKK,THIRD_PARTY,STANDARD,USD,ACTIVE,445.72,11152.97,745.02,2025-10-25,2026-10-25,True,False,False
POL-787706850466,ZW-PH-8107170254,ZLUSP505LH8F830HZ,THIRD_PARTY,PREMIUM,USD,ACTIVE,2248.22,23172.59,1385.72,2025-06-13,2026-06-13,True,True,False
POL-175182283670,ZW-PH-0911470682,9SLNWW5LNFC6D6CJJ,THIRD_PARTY,BASIC,USD,CANCELLED,159.76,5836.65,490.86,2024-11-19,2025-11-19,False,False,False
POL-680637681365,ZW-PH-8937478218,AJ4HW73RWX0V1A61L,COLLISION,STANDARD,USD,CANCELLED,963.93,14717.00,962.49,2024-11-29,2025-11-29,False,False,True
POL-135671279593,ZW-PH-4394691326,8FEBBG6VFZ4KXR8M4,THIRD_PARTY,PREMIUM,ZWG,CANCELLED,1031.25,9730.68,389.23,2025-05-11,2026-05-11,False,True,False
POL-344414417995,ZW-PH-7976885073,HUCHW9BY70699WL7L,COMPREHENSIVE,BASIC,USD,EXPIRED,120.68,6401.03,577.37,2024-09-10,2025-09-10,True,False,False
POL-397347145591,ZW-PH-6526193542,03T6232KMWPTCNFKY,THIRD_PARTY,BASIC,USD,ACTIVE,268.27,8304.86,790.62,2025-07-19,2026-07-19,True,False,False
POL-333612834007,ZW-PH-6526193542,L0V5SFFYTFV7T7T3V,THIRD_PARTY,BASIC,USD,CANCELLED,316.67,11334.26,1131.16,2024-11-10,2025-11-10,False,False,False
POL-232136629145,ZW-PH-0675819731,8SYSUDUUZF8WGP8MD,COMPREHENSIVE,PREMIUM,USD,SUSPENDED,2666.71,22941.87,1209.04,2025-11-04,2026-11-04,True,False,True
POL-203380063941,ZW-PH-0675819731,D33H7TYMEPME7JJJ0,COMPREHENSIVE,STANDARD,USD,ACTIVE,1999.59,25830.05,1991.50,2025-07-14,2026-07-14,False,False,False
POL-823452268007,ZW-PH-6563009564,FV24LWU0EY697TR2J,THIRD_PARTY,STANDARD,USD,ACTIVE,1199.93,15808.29,988.02,2025-06-17,2026-06-17,True,False,False
POL-574024016958,ZW-PH-9314284233,M841CK3PWYVJRXPD3,LIABILITY,STANDARD,USD,ACTIVE,393.89,11920.23,760.51,2025-07-31,2026-07-31,False,False,False
POL-847237069913,ZW-PH-4276363116,DJGT35K44N7KCWPNK,COMPREHENSIVE,STANDARD,USD,ACTIVE,700.84,16621.38,1326.39,2025-07-14,2026-07-14,False,False,False
POL-705848647516,ZW-PH-7807930274,0XLUTEAUVVYZ81ZM2,COMPREHENSIVE,PREMIUM,ZWG,ACTIVE,669.95,17721.33,928.60,2026-03-31,2027-03-31,True,False,False
POL-113199741556,ZW-PH-7807930274,67W2W4AWF885AWVT0,COMPREHENSIVE,PREMIUM,USD,CANCELLED,264.01,7671.62,425.01,2025-12-22,2026-12-22,True,False,True
POL-322643715428,ZW-PH-1759557346,0DTRHGMXC53JNM9PJ,COLLISION,STANDARD,USD,EXPIRED,411.69,7888.18,578.99,2024-06-16,2025-06-16,False,True,False
POL-805096266037,ZW-PH-1759557346,RLNX71YJNJVBGR1LN,THIRD_PARTY,PREMIUM,ZWG,EXPIRED,495.39,3558.42,182.19,2024-04-25,2025-04-25,True,True,True
POL-909838499991,ZW-PH-0967613412,EP157C8M3750NV6ZB,THIRD_PARTY,STANDARD,USD,ACTIVE,557.58,9748.47,705.79,2025-09-17,2026-09-17,False,False,True
POL-612135965510,ZW-PH-6442637793,RPKH0LTNAARHSFKLX,LIABILITY,PREMIUM,ZWG,ACTIVE,322.89,4142.62,192.63,2025-06-10,2026-06-10,False,False,False
POL-343431147806,ZW-PH-6442637793,2R0Z4Z27UJW2NCVJP,COMPREHENSIVE,BASIC,USD,CANCELLED,708.95,19580.10,1585.99,2024-08-28,2025-08-28,True,False,False
POL-494600503716,ZW-PH-2429287794,W86P8FWNURKATVBWB,COMPREHENSIVE,BASIC,ZWG,CANCELLED,1113.46,18801.69,1611.30,2026-04-01,2027-04-01,False,False,False
POL-423082690420,ZW-PH-2429287794,S482EPWCJEKTMFMZK,COMPREHENSIVE,STANDARD,USD,CANCELLED,995.39,10810.08,691.85,2025-02-21,2026-02-21,True,False,False
POL-216079650587,ZW-PH-5334242341,YWC2JVUVB1HPT5PWD,COLLISION,BASIC,USD,EXPIRED,461.13,11532.66,1036.79,2024-11-14,2025-11-14,False,False,False
POL-180387810905,ZW-PH-6085693632,A352X16J1MPZ65JS4,LIABILITY,PREMIUM,USD,EXPIRED,485.88,5852.38,275.06,2024-12-05,2025-12-05,True,True,False
POL-537114548838,ZW-PH-7878574133,P1DMKBUGFZMGU7DZE,COMPREHENSIVE,STANDARD,USD,EXPIRED,184.09,4822.25,329.36,2024-09-16,2025-09-16,False,False,False
POL-517828360452,ZW-PH-7878574133,TV1ZJBZBE9FAMZJCJ,COMPREHENSIVE,STANDARD,ZWG,ACTIVE,117.59,2812.11,179.98,2025-05-17,2026-05-17,True,True,False
POL-354826958961,ZW-PH-4145371783,LVM5D6CYDHG8RC8R2,THIRD_PARTY,STANDARD,ZWG,ACTIVE,148.59,3940.95,296.36,2026-01-29,2027-01-29,False,True,False
POL-368713043382,ZW-PH-9457306588,J6UR5F8YJFFL509G9,COLLISION,PREMIUM,USD,ACTIVE,989.49,11260.48,478.57,2026-03-03,2027-03-03,True,True,True
POL-595156045273,ZW-PH-5197822163,5P4XA05SGCS31546Y,COMPREHENSIVE,STANDARD,ZWG,CANCELLED,707.00,16209.81,1270.85,2024-10-20,2025-10-20,False,False,False
POL-242941752498,ZW-PH-5197822163,9T76ZVU91V032N0UL,COMPREHENSIVE,STANDARD,USD,EXPIRED,152.15,6522.29,413.51,2024-10-19,2025-10-19,False,False,False
POL-658523486104,ZW-PH-2814744697,364RP243J8JFU40PU,COLLISION,BASIC,ZWG,ACTIVE,69.69,1967.63,161.94,2025-07-25,2026-07-25,False,False,False
POL-319411697058,ZW-PH-2814744697,DWT8FRJZYWTZXPE08,COMPREHENSIVE,STANDARD,ZWG,EXPIRED,239.70,5798.96,363.59,2024-11-07,2025-11-07,True,True,False
POL-829086680516,ZW-PH-0177845339,4TWSZ1U82RN2AG9M8,THIRD_PARTY,BASIC,USD,CANCELLED,230.57,7502.75,732.27,2024-10-12,2025-10-12,False,False,False
POL-019005286597,ZW-PH-2885067041,8X9H6BBGBPZM2SAW4,COMPREHENSIVE,PREMIUM,USD,EXPIRED,358.50,6954.65,305.31,2024-06-11,2025-06-11,True,True,False
POL-749968859288,ZW-PH-2885067041,95K29XRDX8P83BDHP,COMPREHENSIVE,STANDARD,USD,ACTIVE,651.75,11454.18,878.54,2026-03-10,2027-03-10,False,True,False
POL-516253203144,ZW-PH-6378056619,4TNXE4KGSABWPX835,LIABILITY,PREMIUM,USD,EXPIRED,1813.15,28104.95,1675.06,2025-03-28,2026-03-28,True,True,False
POL-561626795642,ZW-PH-1622884555,02LZGBX53JJ31K23Z,COLLISION,STANDARD,USD,EXPIRED,293.47,5500.61,437.30,2024-09-12,2025-09-12,False,False,False
POL-054744405417,ZW-PH-8857243982,919J9NF7GNX9ZLE44,COMPREHENSIVE,BASIC,USD,ACTIVE,304.22,9424.25,927.35,2026-01-13,2027-01-13,True,True,False
POL-115298588135,ZW-PH-0406192184,W1C9K81HSVU73PAB7,LIABILITY,BASIC,USD,ACTIVE,477.85,12340.51,1103.24,2025-12-15,2026-12-15,True,False,False
POL-901415130728,ZW-PH-8737723893,3UB2YPNA2E6ZGUSP0,COMPREHENSIVE,STANDARD,USD,EXPIRED,3011.78,48227.70,3564.03,2024-05-04,2025-05-04,True,False,False
POL-332935863461,ZW-PH-7719349699,T88YB2UFSHUWX2912,THIRD_PARTY,STANDARD,USD,ACTIVE,539.90,7812.64,485.95,2026-03-23,2027-03-23,True,False,False
POL-761567115683,ZW-PH-9303702867,W4RCN7ECTYX3MASUH,COMPREHENSIVE,PREMIUM,USD,EXPIRED,896.47,28654.53,1315.24,2024-08-02,2025-08-02,True,False,False
POL-392700281991,ZW-PH-9303702867,M65V959RAZ01TVB1D,LIABILITY,BASIC,USD,CANCELLED,527.62,11043.33,962.98,2025-03-31,2026-03-31,False,False,False
